               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.021605,            0.011348,           0.0084034,             0.59127,             0.43333,             0.46764,             0.24882,            0.021101,           0.0080825,           0.0060169,           0.0021401,           0.0021401,           0.0021401
                 129,            0.021459,            0.011404,           0.0083516,             0.57005,              0.4459,             0.46762,             0.24887,            0.021102,           0.0080844,           0.0060215,           0.0021306,           0.0021306,           0.0021306
                 130,            0.021506,             0.01135,           0.0083838,             0.57323,             0.44392,             0.46732,              0.2489,            0.021104,           0.0080862,            0.006024,           0.0021212,           0.0021212,           0.0021212
                 131,            0.021496,            0.011338,           0.0083707,             0.57805,             0.44289,              0.4676,             0.24887,            0.021104,           0.0080864,            0.006024,           0.0021117,           0.0021117,           0.0021117
                 132,            0.021481,            0.011347,           0.0083796,             0.57978,             0.44287,             0.46788,             0.24871,            0.021106,           0.0080878,           0.0060262,           0.0021023,           0.0021023,           0.0021023
                 133,            0.021548,            0.011366,           0.0084004,             0.57595,             0.44342,             0.46811,             0.24866,            0.021107,           0.0080865,            0.006026,           0.0020928,           0.0020928,           0.0020928
                 134,              0.0214,            0.011422,           0.0083581,             0.58395,             0.43949,             0.46809,             0.24859,            0.021109,           0.0080891,           0.0060279,           0.0020834,           0.0020834,           0.0020834
                 135,            0.021485,            0.011395,           0.0083552,             0.58762,             0.43769,             0.46826,             0.24882,             0.02111,             0.00809,           0.0060275,           0.0020739,           0.0020739,           0.0020739
                 136,            0.021484,            0.011352,           0.0084348,             0.59031,             0.43665,             0.46808,             0.24884,            0.021114,           0.0080907,           0.0060276,           0.0020645,           0.0020645,           0.0020645
                 137,            0.021441,            0.011364,           0.0083442,              0.5931,             0.43483,             0.46806,             0.24871,            0.021115,           0.0080929,           0.0060269,            0.002055,            0.002055,            0.002055
                 138,            0.021484,            0.011309,           0.0083486,             0.59167,             0.43538,             0.46805,             0.24888,            0.021114,           0.0080936,           0.0060288,           0.0020456,           0.0020456,           0.0020456
                 139,            0.021447,            0.011381,            0.008327,             0.58773,              0.4376,             0.46801,             0.24922,            0.021114,           0.0080949,           0.0060277,           0.0020361,           0.0020361,           0.0020361
                 140,            0.021483,             0.01139,           0.0083153,              0.5857,             0.43869,             0.46805,             0.24926,            0.021117,           0.0080955,            0.006026,           0.0020267,           0.0020267,           0.0020267
                 141,              0.0214,            0.011418,           0.0082678,             0.58021,             0.44074,             0.46784,             0.24971,            0.021119,           0.0080979,           0.0060265,           0.0020172,           0.0020172,           0.0020172
                 142,             0.02142,            0.011396,           0.0083279,             0.58478,              0.4382,             0.46819,             0.24953,             0.02112,           0.0080984,           0.0060243,           0.0020078,           0.0020078,           0.0020078
                 143,             0.02139,             0.01144,           0.0082986,             0.56575,             0.44916,             0.46822,             0.24962,            0.021121,            0.008099,           0.0060233,           0.0019983,           0.0019983,           0.0019983
                 144,            0.021319,            0.011361,           0.0083031,             0.56724,             0.44755,              0.4679,             0.24986,            0.021122,           0.0081034,           0.0060223,           0.0019889,           0.0019889,           0.0019889
                 145,            0.021392,            0.011386,           0.0082359,             0.56332,             0.45074,             0.46771,             0.24961,            0.021122,           0.0081065,           0.0060244,           0.0019794,           0.0019794,           0.0019794
                 146,            0.021364,            0.011361,           0.0082494,              0.5623,             0.45169,             0.46778,             0.24956,            0.021123,           0.0081096,           0.0060243,             0.00197,             0.00197,             0.00197
                 147,             0.02134,            0.011298,           0.0082712,             0.56433,             0.45241,             0.46819,             0.25001,            0.021124,           0.0081106,            0.006026,           0.0019605,           0.0019605,           0.0019605
                 148,            0.021316,            0.011304,           0.0082868,             0.57049,             0.44728,             0.46851,             0.24981,            0.021124,           0.0081147,           0.0060242,           0.0019511,           0.0019511,           0.0019511
                 149,            0.021351,            0.011354,            0.008291,             0.56573,             0.45085,             0.46884,             0.24983,            0.021125,            0.008116,            0.006023,           0.0019417,           0.0019417,           0.0019417
                 150,            0.021311,            0.011325,           0.0082349,             0.56545,             0.45147,             0.46846,             0.24988,             0.02113,           0.0081206,           0.0060246,           0.0019322,           0.0019322,           0.0019322
                 151,            0.021317,            0.011289,           0.0082226,             0.57043,             0.44863,             0.46883,              0.2502,            0.021127,            0.008123,           0.0060212,           0.0019228,           0.0019228,           0.0019228
                 152,            0.021348,            0.011368,           0.0082158,              0.5648,             0.45187,             0.46888,             0.25031,            0.021127,           0.0081224,           0.0060193,           0.0019133,           0.0019133,           0.0019133
