               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.018553,             0.01039,           0.0060547,              0.7141,             0.56547,             0.62589,             0.37926,            0.018394,           0.0074945,           0.0041113,          6.1443e-05,          6.1443e-05,          6.1443e-05
                  84,            0.018648,            0.010472,           0.0061231,             0.71691,             0.56417,             0.62602,             0.37929,            0.018393,           0.0074934,           0.0041106,          6.1217e-05,          6.1217e-05,          6.1217e-05
                  85,            0.018467,            0.010355,           0.0060877,             0.71617,             0.56448,             0.62614,             0.37929,            0.018392,           0.0074935,           0.0041094,           6.099e-05,           6.099e-05,           6.099e-05
                  86,            0.018586,            0.010399,           0.0060941,             0.71578,               0.565,             0.62611,             0.37931,            0.018391,           0.0074938,            0.004108,          6.0764e-05,          6.0764e-05,          6.0764e-05
                  87,            0.018608,            0.010387,           0.0060869,              0.7154,             0.56451,             0.62578,             0.37935,            0.018389,           0.0074928,           0.0041064,          6.0538e-05,          6.0538e-05,          6.0538e-05
                  88,            0.018615,            0.010428,           0.0061115,             0.71767,             0.56329,             0.62609,             0.37944,            0.018387,            0.007493,            0.004105,          6.0311e-05,          6.0311e-05,          6.0311e-05
                  89,            0.018652,            0.010393,           0.0061078,             0.71596,             0.56364,             0.62615,             0.37938,            0.018385,           0.0074924,           0.0041038,          6.0085e-05,          6.0085e-05,          6.0085e-05
                  90,            0.018552,            0.010348,           0.0060971,              0.7193,             0.56173,             0.62637,             0.37956,            0.018383,           0.0074926,           0.0041026,          5.9859e-05,          5.9859e-05,          5.9859e-05
                  91,            0.018572,            0.010424,           0.0060885,             0.69713,             0.57497,             0.62653,             0.37985,            0.018382,            0.007492,           0.0041017,          5.9632e-05,          5.9632e-05,          5.9632e-05
                  92,            0.018662,             0.01042,            0.006065,             0.69713,             0.57541,             0.62684,             0.38011,             0.01838,           0.0074912,           0.0041001,          5.9406e-05,          5.9406e-05,          5.9406e-05
                  93,            0.018544,            0.010368,           0.0060691,             0.69619,             0.57589,             0.62692,             0.38035,             0.01838,           0.0074911,            0.004099,           5.918e-05,           5.918e-05,           5.918e-05
                  94,            0.018589,            0.010387,           0.0060961,             0.70315,             0.57162,             0.62707,             0.38041,            0.018378,           0.0074905,           0.0040987,          5.8953e-05,          5.8953e-05,          5.8953e-05
                  95,             0.01861,            0.010435,           0.0060628,             0.70405,               0.571,             0.62718,             0.38058,            0.018377,           0.0074908,            0.004098,          5.8727e-05,          5.8727e-05,          5.8727e-05
                  96,            0.018622,            0.010427,           0.0060495,             0.70575,             0.57062,             0.62728,             0.38073,            0.018376,           0.0074904,           0.0040965,          5.8501e-05,          5.8501e-05,          5.8501e-05
                  97,            0.018626,            0.010409,           0.0061191,             0.71366,             0.56577,             0.62773,             0.38109,            0.018375,           0.0074903,           0.0040954,          5.8275e-05,          5.8275e-05,          5.8275e-05
                  98,            0.018599,             0.01041,           0.0060652,             0.73813,             0.55136,             0.62756,              0.3809,            0.018373,           0.0074904,           0.0040951,          5.8048e-05,          5.8048e-05,          5.8048e-05
                  99,            0.018618,             0.01039,           0.0060904,             0.73851,             0.55127,             0.62767,             0.38085,            0.018372,             0.00749,           0.0040947,          5.7822e-05,          5.7822e-05,          5.7822e-05
                 100,            0.018594,             0.01041,           0.0060528,             0.73896,             0.55172,             0.62793,             0.38071,            0.018371,           0.0074895,           0.0040941,          5.7596e-05,          5.7596e-05,          5.7596e-05
                 101,             0.01857,            0.010333,           0.0060997,             0.73231,             0.55477,             0.62791,             0.38081,             0.01837,           0.0074894,            0.004093,          5.7369e-05,          5.7369e-05,          5.7369e-05
                 102,            0.018558,            0.010444,           0.0060477,             0.73573,             0.55308,             0.62779,             0.38078,            0.018369,            0.007489,           0.0040919,          5.7143e-05,          5.7143e-05,          5.7143e-05
                 103,            0.018558,            0.010468,           0.0060788,             0.73454,             0.55386,             0.62779,             0.38082,            0.018368,           0.0074894,           0.0040907,          5.6917e-05,          5.6917e-05,          5.6917e-05
                 104,            0.018594,            0.010449,           0.0060368,             0.73456,             0.55425,             0.62778,             0.38082,            0.018368,           0.0074899,           0.0040893,           5.669e-05,           5.669e-05,           5.669e-05
                 105,            0.018585,            0.010364,           0.0060609,             0.73501,             0.55456,             0.62808,             0.38065,            0.018367,           0.0074898,           0.0040881,          5.6464e-05,          5.6464e-05,          5.6464e-05
                 106,            0.018532,            0.010366,           0.0060647,             0.73269,             0.55674,             0.62838,             0.38065,            0.018367,           0.0074901,            0.004087,          5.6238e-05,          5.6238e-05,          5.6238e-05
                 107,            0.018601,            0.010385,           0.0061405,             0.72904,             0.55873,             0.62844,              0.3805,            0.018367,           0.0074904,            0.004086,          5.6011e-05,          5.6011e-05,          5.6011e-05
                 108,            0.018605,            0.010434,             0.00608,             0.73038,             0.55824,             0.62845,              0.3806,            0.018367,           0.0074903,           0.0040854,          5.5785e-05,          5.5785e-05,          5.5785e-05
                 109,            0.018573,            0.010429,           0.0060884,             0.72755,             0.55981,              0.6285,             0.38069,            0.018367,             0.00749,           0.0040849,          5.5559e-05,          5.5559e-05,          5.5559e-05
                 110,            0.018585,              0.0104,           0.0060597,             0.72926,             0.55871,             0.62865,             0.38083,            0.018366,           0.0074905,           0.0040843,          5.5333e-05,          5.5333e-05,          5.5333e-05
                 111,            0.018609,            0.010469,           0.0060617,             0.73144,             0.55807,             0.62893,             0.38085,            0.018365,             0.00749,           0.0040839,          5.5106e-05,          5.5106e-05,          5.5106e-05
                 112,            0.018573,            0.010427,           0.0060372,             0.73172,             0.55916,             0.62917,             0.38079,            0.018363,             0.00749,           0.0040834,           5.488e-05,           5.488e-05,           5.488e-05
                 113,            0.018505,            0.010409,           0.0060069,             0.73088,             0.56014,             0.62916,             0.38081,            0.018362,           0.0074896,           0.0040828,          5.4654e-05,          5.4654e-05,          5.4654e-05
                 114,            0.018571,            0.010439,           0.0060808,             0.73116,             0.56004,             0.62922,             0.38067,            0.018361,           0.0074898,           0.0040823,          5.4427e-05,          5.4427e-05,          5.4427e-05
                 115,            0.018551,            0.010363,            0.006006,             0.73389,             0.55839,             0.62905,             0.38073,            0.018361,           0.0074904,           0.0040827,          5.4201e-05,          5.4201e-05,          5.4201e-05
                 116,            0.018604,            0.010424,           0.0060988,             0.73264,             0.55868,             0.62867,             0.38083,            0.018359,           0.0074899,           0.0040825,          5.3975e-05,          5.3975e-05,          5.3975e-05
                 117,             0.01857,            0.010448,            0.006075,             0.73299,             0.55898,             0.62891,             0.38103,            0.018358,           0.0074904,           0.0040823,          5.3748e-05,          5.3748e-05,          5.3748e-05
                 118,            0.018613,            0.010409,           0.0060478,             0.73355,             0.55814,             0.62882,             0.38103,            0.018357,           0.0074904,           0.0040819,          5.3522e-05,          5.3522e-05,          5.3522e-05
                 119,            0.018525,            0.010357,           0.0060396,             0.71805,             0.56648,              0.6289,             0.38099,            0.018356,           0.0074902,            0.004082,          5.3296e-05,          5.3296e-05,          5.3296e-05
                 120,            0.018471,            0.010385,           0.0060322,              0.7172,             0.56763,              0.6288,             0.38102,            0.018355,           0.0074904,           0.0040811,           5.307e-05,           5.307e-05,           5.307e-05
                 121,            0.018616,            0.010411,           0.0061121,             0.71692,              0.5671,              0.6288,             0.38099,            0.018355,           0.0074902,           0.0040813,          5.2843e-05,          5.2843e-05,          5.2843e-05
                 122,            0.018546,            0.010358,           0.0060219,             0.71675,              0.5676,             0.62897,             0.38125,            0.018354,           0.0074912,           0.0040805,          5.2617e-05,          5.2617e-05,          5.2617e-05
                 123,            0.018605,            0.010406,           0.0060188,              0.7319,             0.55925,             0.62908,              0.3812,            0.018353,           0.0074908,           0.0040799,          5.2391e-05,          5.2391e-05,          5.2391e-05
                 124,            0.018531,            0.010272,           0.0060284,             0.71257,             0.57016,             0.62914,             0.38137,            0.018352,           0.0074911,           0.0040801,          5.2164e-05,          5.2164e-05,          5.2164e-05
                 125,            0.018537,            0.010429,           0.0060533,              0.7173,             0.56749,             0.62929,             0.38131,            0.018352,           0.0074917,           0.0040793,          5.1938e-05,          5.1938e-05,          5.1938e-05
                 126,            0.018553,            0.010446,           0.0060379,             0.71861,             0.56663,             0.62958,             0.38122,            0.018351,           0.0074911,           0.0040792,          5.1712e-05,          5.1712e-05,          5.1712e-05
                 127,            0.018558,            0.010377,           0.0060585,             0.71833,             0.56705,              0.6295,             0.38123,             0.01835,           0.0074908,           0.0040789,          5.1485e-05,          5.1485e-05,          5.1485e-05
                 128,            0.018673,            0.010406,           0.0060465,             0.72547,             0.56341,             0.62953,             0.38135,            0.018348,           0.0074907,           0.0040786,          5.1259e-05,          5.1259e-05,          5.1259e-05
                 129,            0.018515,            0.010418,           0.0060097,             0.72322,             0.56523,             0.62951,             0.38139,            0.018348,           0.0074904,           0.0040789,          5.1033e-05,          5.1033e-05,          5.1033e-05
                 130,            0.018572,            0.010399,           0.0060433,             0.72144,              0.5654,             0.62924,             0.38146,            0.018347,           0.0074904,           0.0040786,          5.0806e-05,          5.0806e-05,          5.0806e-05
                 131,            0.018576,             0.01035,           0.0060394,             0.72291,             0.56483,             0.62942,             0.38153,            0.018347,           0.0074901,           0.0040781,           5.058e-05,           5.058e-05,           5.058e-05
                 132,            0.018569,            0.010356,           0.0060664,             0.72011,             0.56584,             0.62947,             0.38163,            0.018346,           0.0074899,           0.0040784,          5.0354e-05,          5.0354e-05,          5.0354e-05
                 133,            0.018665,            0.010401,           0.0060283,             0.71396,             0.56966,             0.62947,              0.3816,            0.018346,           0.0074898,            0.004078,          5.0128e-05,          5.0128e-05,          5.0128e-05
                 134,            0.018504,            0.010438,           0.0060462,             0.71356,             0.57048,             0.62969,             0.38168,            0.018346,             0.00749,           0.0040771,          4.9901e-05,          4.9901e-05,          4.9901e-05
                 135,            0.018652,             0.01044,           0.0060812,             0.71946,             0.56691,             0.62985,              0.3814,            0.018345,           0.0074902,           0.0040764,          4.9675e-05,          4.9675e-05,          4.9675e-05
                 136,            0.018606,            0.010439,           0.0061096,              0.7234,             0.56432,              0.6298,             0.38132,            0.018344,           0.0074896,           0.0040758,          4.9449e-05,          4.9449e-05,          4.9449e-05
                 137,            0.018532,            0.010372,           0.0060789,              0.6972,             0.57953,             0.62991,             0.38133,            0.018344,           0.0074889,            0.004074,          4.9222e-05,          4.9222e-05,          4.9222e-05
