               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.019884,            0.010997,           0.0071654,             0.61815,             0.51398,             0.54302,              0.3056,            0.019914,           0.0077523,           0.0051497,           0.0004265,           0.0004265,           0.0004265
                  24,            0.019841,            0.010844,           0.0071436,             0.67275,             0.49834,             0.55468,             0.31007,            0.019822,             0.00775,           0.0050104,          0.00042205,          0.00042205,          0.00042205
                  25,            0.019845,            0.010874,           0.0071483,             0.65105,             0.49645,             0.54314,             0.30473,            0.020059,           0.0078596,           0.0051267,           0.0004176,           0.0004176,           0.0004176
                  26,            0.019832,            0.010856,           0.0070884,             0.63589,             0.51473,             0.55571,             0.31349,            0.019893,           0.0077417,           0.0050326,          0.00041315,          0.00041315,          0.00041315
                  27,            0.019785,            0.010826,           0.0070774,             0.68852,             0.49435,             0.55657,             0.31479,            0.019753,           0.0077372,           0.0049722,           0.0004087,           0.0004087,           0.0004087
                  28,            0.019792,            0.010932,           0.0071104,             0.67526,             0.49032,              0.5471,             0.31129,            0.019788,           0.0077955,           0.0051637,          0.00040425,          0.00040425,          0.00040425
                  29,            0.019841,            0.010918,           0.0070675,             0.67754,             0.49504,             0.55349,               0.312,            0.019769,           0.0077281,           0.0049538,           0.0003998,           0.0003998,           0.0003998
                  30,            0.019753,            0.010903,           0.0070034,             0.66704,             0.50931,             0.55834,             0.31681,            0.019691,           0.0077206,           0.0048839,          0.00039535,          0.00039535,          0.00039535
                  31,            0.019773,            0.010832,           0.0070045,             0.66752,             0.51285,             0.56132,             0.31754,            0.019705,           0.0076924,           0.0049349,           0.0003909,           0.0003909,           0.0003909
                  32,            0.019825,            0.010857,           0.0070379,             0.66884,             0.51009,             0.56268,             0.31878,            0.019737,           0.0077385,           0.0049577,          0.00038645,          0.00038645,          0.00038645
                  33,            0.019761,            0.010768,           0.0070209,              0.6702,             0.50077,             0.55722,              0.3151,            0.019707,           0.0077482,           0.0049854,            0.000382,            0.000382,            0.000382
                  34,            0.019752,            0.010821,           0.0070084,             0.65799,             0.51786,             0.56273,             0.32056,            0.019763,            0.007723,           0.0048973,          0.00037755,          0.00037755,          0.00037755
                  35,            0.019716,            0.010775,           0.0070302,             0.66821,             0.51254,             0.56399,             0.32311,            0.019586,           0.0076992,           0.0048299,           0.0003731,           0.0003731,           0.0003731
                  36,            0.019757,            0.010822,           0.0070189,             0.68017,             0.50238,             0.56296,             0.32135,            0.019636,           0.0076893,           0.0049339,          0.00036865,          0.00036865,          0.00036865
                  37,            0.019747,            0.010781,           0.0070244,             0.66854,             0.51804,             0.56644,             0.32326,            0.019642,           0.0076883,           0.0048346,           0.0003642,           0.0003642,           0.0003642
                  38,            0.019708,            0.010829,           0.0070148,             0.66937,             0.51121,             0.56574,             0.32319,            0.019579,           0.0076853,           0.0048324,          0.00035974,          0.00035974,          0.00035974
                  39,            0.019766,            0.010841,            0.007032,             0.63138,             0.53254,             0.56528,             0.32374,            0.019547,           0.0076753,           0.0047875,          0.00035529,          0.00035529,          0.00035529
                  40,            0.019709,             0.01081,           0.0069528,             0.67147,             0.51308,             0.56614,             0.32607,            0.019593,           0.0076893,            0.004868,          0.00035084,          0.00035084,          0.00035084
                  41,            0.019691,             0.01085,           0.0069993,             0.66837,             0.51736,              0.5686,             0.32495,            0.019547,           0.0076511,           0.0048257,          0.00034639,          0.00034639,          0.00034639
                  42,            0.019704,            0.010871,           0.0070157,             0.68363,             0.51176,             0.56962,             0.32696,            0.019569,           0.0076683,           0.0047998,          0.00034194,          0.00034194,          0.00034194
                  43,            0.019698,            0.010871,           0.0069659,             0.67409,             0.51542,             0.57225,              0.3273,              0.0195,           0.0076607,           0.0047536,          0.00033749,          0.00033749,          0.00033749
                  44,            0.019657,            0.010877,           0.0069722,             0.69931,             0.51054,             0.57448,             0.32906,            0.019568,           0.0076474,           0.0047106,          0.00033304,          0.00033304,          0.00033304
                  45,            0.019614,            0.010877,           0.0069523,             0.69036,             0.51182,             0.57348,             0.32817,            0.019506,           0.0076562,           0.0047635,          0.00032859,          0.00032859,          0.00032859
                  46,            0.019675,            0.010824,           0.0069581,             0.70153,              0.5048,             0.57283,             0.32947,            0.019487,           0.0076579,           0.0047437,          0.00032414,          0.00032414,          0.00032414
                  47,            0.019734,            0.010853,           0.0069892,             0.66438,              0.5296,             0.57524,             0.32991,            0.019471,           0.0076527,           0.0047406,          0.00031969,          0.00031969,          0.00031969
                  48,            0.019709,            0.010897,           0.0069929,             0.67068,             0.52174,             0.57222,             0.32888,            0.019492,           0.0076582,           0.0047271,          0.00031524,          0.00031524,          0.00031524
                  49,            0.019613,            0.010739,           0.0069427,             0.69784,             0.50809,             0.57567,             0.32988,            0.019466,           0.0076436,           0.0047143,          0.00031079,          0.00031079,          0.00031079
                  50,            0.019719,            0.010831,           0.0069843,             0.68162,             0.51908,             0.57594,             0.33028,            0.019467,           0.0076456,           0.0047155,          0.00030634,          0.00030634,          0.00030634
                  51,            0.019647,            0.010782,           0.0069776,             0.68838,              0.5219,             0.57776,             0.33121,            0.019473,           0.0076196,           0.0046756,          0.00030189,          0.00030189,          0.00030189
                  52,            0.019614,            0.010782,           0.0069148,             0.65756,             0.53518,             0.57722,             0.33298,            0.019442,           0.0076218,           0.0046781,          0.00029744,          0.00029744,          0.00029744
                  53,            0.019732,            0.010866,           0.0069123,             0.66549,              0.5277,             0.57537,             0.33218,            0.019448,           0.0076233,           0.0047072,          0.00029299,          0.00029299,          0.00029299
                  54,            0.019645,            0.010876,           0.0069116,             0.68475,             0.52286,             0.57813,             0.33328,            0.019415,            0.007615,           0.0046765,          0.00028854,          0.00028854,          0.00028854
                  55,            0.019653,            0.010834,           0.0069219,             0.70262,             0.51414,             0.57912,             0.33472,             0.01942,           0.0076139,           0.0047006,          0.00028409,          0.00028409,          0.00028409
                  56,            0.019606,            0.010824,           0.0069458,             0.67826,             0.52524,             0.57857,             0.33498,            0.019389,           0.0076073,           0.0046969,          0.00027964,          0.00027964,          0.00027964
                  57,            0.019585,            0.010833,           0.0069369,             0.67591,             0.52983,             0.57987,             0.33544,            0.019361,           0.0076018,           0.0046523,          0.00027519,          0.00027519,          0.00027519
                  58,             0.01962,            0.010845,           0.0069414,             0.69826,             0.51771,             0.57898,             0.33507,            0.019344,           0.0076082,           0.0046687,          0.00027074,          0.00027074,          0.00027074
                  59,            0.019565,            0.010766,           0.0068761,             0.68186,             0.52417,             0.57832,             0.33558,            0.019345,           0.0076069,           0.0046527,          0.00026629,          0.00026629,          0.00026629
                  60,            0.019568,            0.010835,           0.0068787,             0.69668,              0.5167,             0.57949,             0.33736,            0.019334,           0.0075954,            0.004643,          0.00026184,          0.00026184,          0.00026184
                  61,            0.019577,            0.010785,           0.0068678,             0.67047,             0.53358,              0.5821,             0.33789,            0.019338,           0.0075934,           0.0046388,          0.00025739,          0.00025739,          0.00025739
                  62,            0.019623,            0.010735,           0.0069257,             0.69416,             0.52317,             0.58372,             0.33861,            0.019322,           0.0075956,           0.0046402,          0.00025294,          0.00025294,          0.00025294
                  63,            0.019535,            0.010699,           0.0068745,             0.67197,             0.53612,             0.58347,             0.33909,            0.019321,           0.0075887,            0.004638,          0.00024848,          0.00024848,          0.00024848
                  64,             0.01954,            0.010767,           0.0068651,             0.67901,             0.52846,             0.58117,             0.33731,            0.019312,           0.0075947,           0.0046463,          0.00024403,          0.00024403,          0.00024403
                  65,             0.01953,            0.010694,           0.0069174,             0.69372,             0.52347,             0.58347,             0.33824,            0.019311,            0.007587,           0.0046422,          0.00023958,          0.00023958,          0.00023958
                  66,            0.019508,            0.010772,           0.0068606,             0.67274,             0.53441,             0.58322,             0.33822,            0.019309,           0.0075902,           0.0046319,          0.00023513,          0.00023513,          0.00023513
                  67,            0.019396,            0.010729,           0.0067657,             0.68897,             0.52431,             0.58311,             0.33772,            0.019302,           0.0075869,           0.0046201,          0.00023068,          0.00023068,          0.00023068
                  68,            0.019574,            0.010734,           0.0068076,             0.67602,             0.53296,             0.58324,             0.33864,             0.01928,           0.0075822,           0.0046181,          0.00022623,          0.00022623,          0.00022623
                  69,            0.019526,            0.010779,           0.0068275,              0.7061,             0.51851,             0.58452,             0.33778,            0.019279,           0.0075796,           0.0046167,          0.00022178,          0.00022178,          0.00022178
                  70,            0.019554,            0.010833,           0.0069044,             0.70622,             0.51886,              0.5852,             0.33794,            0.019283,            0.007578,            0.004614,          0.00021733,          0.00021733,          0.00021733
                  71,            0.019558,            0.010878,           0.0067719,             0.70758,             0.51897,             0.58593,             0.33913,            0.019277,           0.0075788,           0.0046047,          0.00021288,          0.00021288,          0.00021288
                  72,             0.01942,            0.010729,           0.0067795,             0.70042,             0.52011,             0.58678,             0.33955,            0.019267,           0.0075774,           0.0045976,          0.00020843,          0.00020843,          0.00020843
                  73,            0.019531,            0.010846,           0.0068227,              0.7009,             0.52206,             0.58725,             0.34026,            0.019253,           0.0075765,           0.0045849,          0.00020398,          0.00020398,          0.00020398
                  74,            0.019522,            0.010714,           0.0067808,             0.71727,             0.51362,             0.58726,             0.34124,             0.01924,           0.0075759,           0.0045656,          0.00019953,          0.00019953,          0.00019953
                  75,            0.019413,            0.010668,             0.00682,             0.67837,             0.53595,             0.58839,              0.3413,            0.019236,           0.0075733,           0.0045572,          0.00019508,          0.00019508,          0.00019508
                  76,            0.019523,            0.010711,            0.006823,             0.67875,             0.53746,             0.58885,             0.34079,            0.019234,           0.0075772,           0.0045539,          0.00019063,          0.00019063,          0.00019063
                  77,            0.019477,            0.010714,           0.0067971,              0.6793,             0.53889,             0.58942,             0.34161,            0.019233,           0.0075752,            0.004552,          0.00018618,          0.00018618,          0.00018618
                  78,            0.019512,              0.0107,           0.0068216,             0.68465,             0.53439,             0.58807,             0.34187,             0.01923,           0.0075776,           0.0045507,          0.00018173,          0.00018173,          0.00018173
                  79,            0.019385,            0.010815,           0.0067851,             0.68543,             0.53437,              0.5886,             0.34217,            0.019224,            0.007576,           0.0045516,          0.00017728,          0.00017728,          0.00017728
                  80,             0.01943,            0.010717,           0.0068039,             0.69297,             0.52777,             0.58801,             0.34227,            0.019222,           0.0075782,           0.0045539,          0.00017283,          0.00017283,          0.00017283
                  81,            0.019362,            0.010742,           0.0067379,             0.68378,             0.53346,             0.58755,             0.34185,            0.019217,           0.0075774,           0.0045585,          0.00016838,          0.00016838,          0.00016838
                  82,            0.019373,            0.010683,           0.0067232,             0.69454,             0.52662,             0.58773,             0.34127,            0.019212,           0.0075763,           0.0045546,          0.00016393,          0.00016393,          0.00016393
                  83,            0.019373,            0.010682,           0.0067485,             0.69641,             0.52671,             0.58835,             0.34195,            0.019207,           0.0075729,           0.0045521,          0.00015948,          0.00015948,          0.00015948
                  84,            0.019468,            0.010789,           0.0067409,             0.70744,             0.52055,             0.58895,             0.34225,            0.019204,           0.0075727,           0.0045482,          0.00015503,          0.00015503,          0.00015503
                  85,            0.019297,            0.010623,           0.0067462,             0.69942,             0.52503,             0.58945,             0.34275,              0.0192,            0.007571,           0.0045463,          0.00015058,          0.00015058,          0.00015058
                  86,            0.019374,            0.010725,           0.0067193,             0.70067,             0.52584,             0.58981,              0.3429,            0.019196,           0.0075697,           0.0045445,          0.00014613,          0.00014613,          0.00014613
                  87,            0.019361,             0.01069,            0.006705,             0.70691,              0.5216,             0.58937,             0.34305,            0.019195,           0.0075707,           0.0045459,          0.00014168,          0.00014168,          0.00014168
                  88,            0.019316,            0.010703,           0.0067377,             0.70631,             0.52337,             0.58961,             0.34317,            0.019191,           0.0075697,           0.0045432,          0.00013722,          0.00013722,          0.00013722
                  89,            0.019324,            0.010671,           0.0067455,             0.69743,             0.52738,             0.58989,             0.34378,            0.019189,           0.0075689,            0.004543,          0.00013277,          0.00013277,          0.00013277
                  90,            0.019347,            0.010677,           0.0067337,             0.70096,             0.52605,             0.58971,             0.34384,            0.019187,           0.0075686,           0.0045439,          0.00012832,          0.00012832,          0.00012832
                  91,            0.019312,            0.010687,           0.0066661,             0.67542,             0.53917,             0.58999,              0.3439,            0.019184,           0.0075672,           0.0045429,          0.00012387,          0.00012387,          0.00012387
                  92,            0.019425,            0.010724,           0.0067199,             0.67618,             0.53982,             0.59044,             0.34395,            0.019181,           0.0075661,           0.0045424,          0.00011942,          0.00011942,          0.00011942
                  93,            0.019246,            0.010639,           0.0066586,             0.67431,             0.54071,             0.59049,              0.3445,            0.019178,           0.0075646,           0.0045418,          0.00011497,          0.00011497,          0.00011497
                  94,            0.019352,            0.010625,           0.0067254,             0.67145,             0.54299,             0.59052,              0.3448,            0.019176,           0.0075639,           0.0045386,          0.00011052,          0.00011052,          0.00011052
                  95,            0.019312,            0.010719,           0.0066463,             0.67092,             0.54262,             0.59036,             0.34494,            0.019174,           0.0075622,           0.0045406,          0.00010607,          0.00010607,          0.00010607
                  96,            0.019366,            0.010686,           0.0066546,              0.6652,             0.54686,             0.59153,              0.3451,            0.019173,           0.0075614,            0.004539,          0.00010162,          0.00010162,          0.00010162
                  97,            0.019302,            0.010694,           0.0066778,             0.66276,             0.54805,              0.5908,             0.34514,             0.01917,           0.0075605,           0.0045362,          9.7171e-05,          9.7171e-05,          9.7171e-05
                  98,            0.019257,            0.010713,           0.0066421,             0.66402,             0.54626,             0.59086,             0.34508,            0.019167,           0.0075597,           0.0045365,          9.2721e-05,          9.2721e-05,          9.2721e-05
                  99,            0.019379,            0.010672,           0.0066946,             0.66176,             0.54773,             0.59144,             0.34526,            0.019165,            0.007558,           0.0045339,           8.827e-05,           8.827e-05,           8.827e-05
